"","size","milk","whip","serv_size_m_l","calories","total_fat_g","saturated_fat_g","trans_fat_g","cholesterol_mg","sodium_mg","total_carbs_g","fiber_g","sugar_g","caffeine_mg"
"1","short","0","0",236,3,0.1,0,"0",0,5,0,"0",0,130
"2","tall","0","0",354,4,0.1,0,"0",0,10,0,"0",0,193
"3","grande","0","0",473,5,0.1,0,"0",0,10,0,"0",0,260
"4","venti","0","0",591,5,0.1,0,"0",0,10,0,"0",0,340
"5","short","0","0",236,3,0.1,0,"0",0,5,0,"0",0,15
"6","tall","0","0",354,4,0.1,0,"0",0,10,0,"0",0,20
"7","grande","0","0",473,5,0.1,0,"0",0,10,0,"0",0,25
"8","venti","0","0",591,5,0.1,0,"0",0,10,0,"0",0,30
"9","short","0","0",236,3,0.1,0,"0",0,5,0,"0",0,155
"10","tall","0","0",354,4,0.1,0,"0",0,5,0,"0",0,235
"11","grande","0","0",473,5,0.1,0,"0",0,5,0,"0",0,310
"12","venti","0","0",591,5,0.1,0,"0",0,5,0,"0",0,410
"13","short","0","0",236,3,0.1,0,"0",0,5,0,"0",0,180
"14","tall","0","0",354,4,0.1,0,"0",0,5,0,"0",0,270
"15","grande","0","0",473,5,0.1,0,"0",0,5,0,"0",0,360
"16","venti","0","0",591,5,0.1,0,"0",0,5,0,"0",0,475
"17","short","1","0",236,35,0.1,0.1,"0",0,45,5,"0",5,75
"18","short","2","0",236,50,2,1,"0.1",10,50,5,"0",5,75
"19","short","5","0",236,70,3.5,2,"0.1",10,50,5,"0",5,75
"20","short","3","0",236,40,1.5,0.2,"0",0,40,3,"0",2,75
"21","short","4","0",236,40,2.5,2.5,"0",0,45,4,"0",3,75
"22","tall","1","0",354,60,0.2,0.1,"0",5,70,8,"0",8,115
"23","tall","2","0",354,80,3,1.5,"0.1",15,80,8,"0",8,115
"24","tall","5","0",354,100,5,3,"0.2",15,70,8,"0",8,115
"25","tall","3","0",354,60,2.5,0.3,"0",0,60,5,"1",4,115
"26","tall","4","0",354,60,3.5,3.5,"0",0,70,6,"0",5,115
"27","grande","1","0",473,70,0.2,0.1,"0",5,90,10,"0",10,150
"28","grande","2","0",473,110,4,2,"0.1",15,100,10,"0",10,150
"29","grande","5","0",473,130,7,4,"0.2",20,95,10,"0",10,150
"30","grande","3","0",473,80,3,0.4,"0",0,80,6,"1",5,150
"31","grande","4","0",473,70,4.5,4.5,"0",0,90,7,"0",7,150
"32","venti","1","0",591,90,0.3,0.2,"0",5,115,13,"0",13,195
"33","venti","2","0",591,130,5,2.5,"0.2",20,130,13,"0",13,195
"34","venti","5","0",591,160,9,5,"0.3",25,120,13,"0",13,195
"35","venti","3","0",591,100,4,0.5,"0",0,100,8,"1",6,195
"36","venti","4","0",591,80,5,4.5,"0",0,90,7,"0",7,195
"37","short","0","0",236,10,0,0,"0",0,5,0,"0",0,190
"38","tall","0","0",354,10,0,0,"0",0,10,0,"0",0,280
"39","grande","0","0",473,10,0,0,"0",0,10,0,"0",0,380
"40","venti","0","0",591,10,0,0,"0",0,10,0,"0",0,470
"41","short","0","0",236,10,0,0,"0",0,5,0,"0",0,155
"42","tall","0","0",354,10,0,0,"0",0,10,0,"0",0,255
"43","grande","0","0",473,10,0,0,"0",0,10,0,"0",0,340
"44","venti","0","0",591,10,0,0,"0",0,10,0,"0",0,425
"45","short","0","0",236,10,0,0,"0",0,5,0,"0",0,170
"46","tall","0","0",354,10,0,0,"0",0,10,0,"0",0,280
"47","grande","0","0",473,10,0,0,"0",0,10,0,"0",0,375
"48","venti","0","0",591,10,0,0,"0",0,10,0,"0",0,445
"49","tall","0","0",354,60,0,0,"0",0,10,15,"0",15,120
"50","grande","0","0",473,80,0.1,0,"0",0,10,20,"0",20,165
"51","venti","0","0",709,120,0.1,0,"0",0,15,30,"0",30,235
"52","trenta","0","0",887,160,0.1,0,"0",0,15,40,"0",39,280
"53","tall","1","0",354,80,0.1,0,"0",0,30,17,"0",17,90
"54","tall","2","0",354,80,1,0.5,"0",5,30,17,"0",17,90
"55","tall","5","0",354,90,1.5,1,"0",5,30,17,"0",17,90
"56","tall","3","0",354,80,1,0.1,"0",0,25,16,"0",16,90
"57","tall","4","0",354,80,1,1,"0",0,25,17,"0",16,110
"58","grande","1","0",473,100,0.1,0,"0",0,35,23,"0",23,125
"59","grande","2","0",473,110,1.5,1,"0.1",5,40,23,"0",23,125
"60","grande","5","0",473,120,2,1,"0.1",5,35,23,"0",23,125
"61","grande","3","0",473,110,1,0.1,"0",0,35,22,"0",21,125
"62","grande","4","0",473,100,1.5,1.5,"0",0,35,22,"0",22,150
"63","venti","1","0",709,160,0.1,0.1,"0",0,60,35,"0",35,170
"64","venti","2","0",709,170,2,1.5,"0.1",10,65,35,"0",35,170
"65","venti","5","0",709,190,3.5,2,"0.1",10,60,35,"0",35,170
"66","venti","3","0",709,160,1.5,0.2,"0",0,55,33,"0",32,170
"67","venti","4","0",709,160,2.5,2,"0",0,55,33,"0",33,205
"68","trenta","1","0",887,210,0.2,0.1,"0",5,70,46,"0",46,190
"69","trenta","2","0",887,230,3,1.5,"0.1",10,80,46,"0",46,190
"70","trenta","5","0",887,240,4.5,2.5,"0.1",15,75,46,"0",46,190
"71","trenta","3","0",887,220,2,0.3,"0",0,65,44,"1",43,190
"72","trenta","4","0",887,210,3,3,"0",0,70,44,"0",44,190
"73","tall","0","0",354,2,0,0,"0",0,10,0,"0",0,150
"74","grande","0","0",473,3,0,0,"0",0,15,0,"0",0,200
"75","venti","0","0",709,4,0,0,"0",0,20,0,"0",0,300
"76","trenta","0","0",887,5,0,0,"0",0,25,0,"0",0,330
"77","tall","0","0",354,100,6,3.5,"0.2",20,20,12,"0",12,140
"78","grande","0","0",473,110,6,3.5,"0.2",20,25,14,"0",14,185
"79","venti","0","0",709,200,11,7,"0.3",40,40,24,"0",24,275
"80","trenta","0","0",887,210,11,7,"0.3",40,45,26,"0",26,320
"81","short","0","0",236,5,0,0,"0",0,5,1,"0",0,75
"82","tall","0","0",354,10,0,0,"0",0,10,1,"0",0,150
"83","grande","0","0",473,15,0,0,"0",0,15,1,"0",0,225
"84","venti","0","0",591,25,0,0,"0",0,10,1,"0",0,300
"85","tall","0","0",354,10,0,0,"0",0,10,2,"0",0,150
"86","grande","0","0",473,15,0,0,"0",0,15,3,"0",0,225
"87","venti","0","0",709,25,0,0,"0",0,20,3,"0",0,300
"88","tall","1","0",354,100,0.2,0.2,"0",5,120,15,"0",14,75
"89","tall","2","0",354,150,6,3.5,"0.2",25,135,15,"0",14,75
"90","tall","5","0",354,180,9,5,"0.3",30,125,15,"0",14,75
"91","tall","3","0",354,110,4.5,0.5,"0",0,105,10,"1",6,75
"92","tall","4","0",354,110,7,6,"0",0,120,11,"0",10,75
"93","grande","1","0",473,130,0.3,0.2,"0",5,150,19,"0",18,150
"94","grande","2","0",473,190,7,4.5,"0.3",30,170,19,"0",17,150
"95","grande","5","0",473,230,11,7,"0.3",35,150,19,"0",17,150
"96","grande","3","0",473,150,5,0.5,"0",0,130,13,"1",8,150
"97","grande","4","0",473,140,8,8,"0",0,150,14,"0",12,150
"98","venti","1","0",591,170,0.4,0.3,"0",10,190,25,"0",23,150
"99","venti","2","0",591,240,9,6,"0.4",35,220,24,"0",22,150
"100","venti","5","0",591,290,15,9,"0.5",45,200,24,"0",22,150
"101","venti","3","0",591,190,7,1,"0",0,170,16,"2",11,150
"102","venti","4","0",591,170,11,10,"0",0,200,18,"0",16,150
"103","tall","1","0",354,70,0.1,0.1,"0",5,80,10,"0",9,75
"104","tall","2","0",354,100,3.5,2,"0.1",15,90,10,"0",9,75
"105","tall","5","0",354,120,6,3.5,"0.2",20,85,10,"0",9,75
"106","tall","3","0",354,80,3,0.4,"0",0,75,7,"1",4,75
"107","tall","4","0",354,70,4,4,"0",0,80,7,"0",6,75
"108","grande","1","0",473,90,0.2,0.1,"0",5,105,13,"0",11,150
"109","grande","2","0",473,130,4.5,2.5,"0.1",20,115,13,"0",11,150
"110","grande","5","0",473,150,7,4.5,"0.2",25,105,13,"0",11,150
"111","grande","3","0",473,100,3.5,0.5,"0",0,95,9,"1",5,150
"112","grande","4","0",473,90,5,5,"0",0,105,10,"0",8,150
"113","venti","1","0",709,130,0.3,0.2,"0",5,140,19,"0",16,225
"114","venti","2","0",709,180,6,3,"0.2",25,160,18,"0",15,225
"115","venti","5","0",709,210,10,6,"0.3",30,150,18,"0",15,225
"116","venti","3","0",709,150,5,0.5,"0",0,130,13,"1",8,225
"117","venti","4","0",709,130,7,7,"0",0,150,14,"0",11,225
"118","short","1","0",236,120,1.5,1,"0",5,65,21,"2",17,90
"119","short","1","1",236,180,6,4,"0.2",20,70,23,"2",18,90
"120","short","2","0",236,150,4,2.5,"0.1",10,70,21,"2",17,90
"121","short","2","1",236,200,9,6,"0.3",30,75,22,"2",18,90
"122","short","5","0",236,160,6,3.5,"0.1",15,65,21,"2",17,90
"123","short","5","1",236,210,11,7,"0.3",35,70,22,"2",18,90
"124","short","3","0",236,130,3.5,1,"0",0,55,18,"3",13,90
"125","short","3","1",236,180,9,4,"0.2",20,60,20,"3",14,90
"126","short","4","0",236,130,4.5,4,"0",0,65,19,"2",15,90
"127","short","4","1",236,180,10,7,"0.2",20,70,21,"2",16,90
"128","tall","1","0",354,190,2,1,"0",5,100,32,"3",27,95
"129","tall","1","1",354,250,8,5,"0.2",25,110,34,"3",28,95
"130","tall","2","0",354,230,6,4,"0.2",20,115,32,"3",26,95
"131","tall","2","1",354,290,13,8,"0.4",40,120,34,"3",28,95
"132","tall","5","0",354,250,9,6,"0.2",25,105,32,"3",26,95
"133","tall","5","1",354,310,16,9,"0.4",45,110,34,"3",28,95
"134","tall","3","0",354,200,5,1.5,"0",0,90,28,"4",20,95
"135","tall","3","0",354,260,11,5,"0.2",25,95,30,"4",22,95
"136","tall","4","0",354,190,7,6,"0",0,105,29,"3",23,95
"137","tall","4","1",354,250,13,10,"0.2",25,110,30,"3",25,95
"138","grande","1","0",473,250,2.5,1.5,"0",5,125,42,"4",34,175
"139","grande","1","1",473,320,10,6,"0.2",30,135,44,"4",36,175
"140","grande","2","0",473,290,8,5,"0.2",25,140,42,"4",34,175
"141","grande","2","1",473,360,15,9,"0.5",50,150,44,"4",35,175
"142","grande","5","0",473,330,12,7,"0.3",30,130,42,"4",34,175
"143","grande","5","1",473,400,19,11,"0.5",55,135,44,"4",35,175
"144","grande","3","0",473,260,7,2,"0",0,110,37,"5",26,175
"145","grande","3","1",473,330,14,6,"0.2",25,115,39,"5",28,175
"146","grande","4","0",473,250,9,8,"0",0,130,38,"4",30,175
"147","grande","4","1",473,320,16,12,"0.2",25,135,40,"4",32,175
"148","venti","1","0",591,310,3.5,2,"0",10,170,54,"5",44,185
"149","venti","1","1",591,390,10,6,"0.2",35,170,56,"5",45,185
"150","venti","2","0",591,380,11,7,"0.3",30,190,53,"5",43,185
"151","venti","2","1",591,450,18,11,"0.5",55,190,55,"5",45,185
"152","venti","5","0",591,420,16,9,"0.4",40,170,53,"5",43,185
"153","venti","5","1",591,490,23,13,"0.5",65,180,55,"5",45,185
"154","venti","3","0",591,330,9,2.5,"0",0,140,46,"6",34,185
"155","venti","3","1",591,400,16,7,"0.2",25,150,48,"6",35,185
"156","venti","4","0",591,320,12,10,"0",0,170,48,"5",38,185
"157","venti","4","1",591,390,19,15,"0.2",25,180,50,"5",40,185
"158","tall","1","0",354,150,2,1,"0",5,65,27,"3",22,95
"159","tall","1","1",354,240,10,6,"0.2",30,75,30,"3",23,95
"160","tall","2","0",354,180,4.5,3,"0.1",10,70,27,"3",21,95
"161","tall","2","1",354,260,12,8,"0.4",40,80,29,"3",23,95
"162","tall","5","0",354,190,6,3.5,"0.1",15,65,27,"3",21,95
"163","tall","5","1",354,270,14,9,"0.4",45,75,29,"3",23,95
"164","tall","3","0",354,160,4,1.5,"0",0,60,25,"3",18,95
"165","tall","3","1",354,240,12,6,"0.2",30,65,27,"3",20,95
"166","tall","4","0",354,150,5,4,"0",0,65,25,"3",19,95
"167","tall","4","1",354,240,13,9,"0.2",30,70,27,"3",22,95
"168","grande","1","0",473,200,2.5,1.5,"0",5,80,36,"4",28,175
"169","grande","1","1",473,320,14,8,"0.3",45,90,40,"4",30,175
"170","grande","2","0",473,230,6,3.5,"0.1",15,90,36,"4",28,175
"171","grande","2","1",473,350,17,11,"0.5",55,100,39,"4",30,175
"172","grande","5","0",473,250,8,4.5,"0.2",15,80,36,"4",28,175
"173","grande","5","1",473,360,19,12,"0.5",60,95,39,"4",30,175
"174","grande","3","0",473,210,5,2,"0",0,75,33,"5",24,175
"175","grande","3","1",473,330,16,9,"0.3",40,85,37,"5",26,175
"176","grande","4","0",473,210,6,5,"0",0,80,34,"4",26,175
"177","grande","4","1",473,320,18,12,"0.3",40,95,37,"4",29,175
"178","venti","1","0",709,300,3.5,2.5,"0",5,110,53,"6",41,265
"179","venti","1","1",709,410,15,9,"0.3",45,120,57,"6",43,265
"180","venti","2","0",709,340,8,5,"0.2",20,120,53,"6",41,265
"181","venti","2","1",709,450,19,12,"0.5",60,130,56,"6",43,265
"182","venti","5","0",709,360,11,6,"0.2",25,110,53,"6",41,265
"183","venti","5","1",709,470,22,13,"0.5",65,125,56,"6",43,265
"184","venti","3","0",709,310,7,2.5,"0",0,100,49,"7",35,265
"185","venti","3","1",709,430,18,10,"0.3",40,110,53,"7",37,265
"186","venti","4","0",709,300,9,7,"0",0,115,50,"6",38,265
"187","venti","4","1",709,420,20,14,"0.3",40,125,53,"6",41,265
"188","short","1","0",236,50,0.1,0.1,"0",5,60,8,"0",7,75
"189","short","2","0",236,80,3,1.5,"0.1",10,70,8,"0",7,75
"190","short","5","0",236,90,4.5,2.5,"0.1",15,60,8,"0",7,75
"191","short","3","0",236,50,1.5,0.2,"0",0,40,4,"0",3,75
"192","short","4","0",236,70,4,4,"0",0,75,7,"0",6,75
"193","tall","1","0",354,60,0.1,0.1,"0",5,70,9,"0",8,75
"194","tall","2","0",354,90,3.5,1.5,"0.1",15,80,9,"0",8,75
"195","tall","5","0",354,110,6,3,"0.2",15,75,9,"0",8,75
"196","tall","3","0",354,70,3,0.4,"0",0,65,7,"1",4,75
"197","tall","4","0",354,100,6,6,"0",0,115,11,"0",9,75
"198","grande","1","0",473,80,0.2,0.1,"0",5,90,12,"0",10,150
"199","grande","2","0",473,120,4,2,"0.1",15,100,12,"0",10,150
"200","grande","5","0",473,140,7,4,"0.2",20,90,12,"0",10,150
"201","grande","3","0",473,100,3.5,0.4,"0",0,80,9,"1",5,150
"202","grande","4","0",473,130,8,8,"0",0,150,14,"0",12,150
"203","venti","1","0",591,110,0.2,0.2,"0",5,120,16,"0",14,150
"204","venti","2","0",591,150,6,3,"0.2",25,135,16,"0",14,150
"205","venti","5","0",591,190,9,5,"0.3",30,125,16,"0",14,150
"206","venti","3","0",591,120,4.5,0.5,"0",0,110,11,"1",7,150
"207","venti","4","0",591,170,10,10,"0",0,190,18,"0",15,150
"208","short","1","0",236,100,1,0.5,"0",5,70,16,"0",15,75
"209","short","2","0",236,120,4,2.5,"0.1",15,80,16,"0",15,75
"210","short","5","0",236,140,6,3.5,"0.1",20,70,16,"0",15,75
"211","short","3","0",236,100,3,1,"0",0,60,14,"1",11,75
"212","short","4","0",236,100,4,3.5,"0",0,70,14,"0",13,75
"213","tall","1","0",354,150,1.5,1,"0",10,105,27,"0",25,75
"214","tall","2","0",354,190,6,3.5,"0.2",20,120,26,"0",25,75
"215","tall","5","0",354,210,9,5,"0.2",25,110,26,"0",25,75
"216","tall","3","0",354,160,4.5,1,"0",5,95,22,"1",19,75
"217","tall","4","0",354,150,6,6,"0",5,105,23,"0",21,75
"218","grande","1","0",473,200,1.5,1,"0",10,135,36,"0",34,150
"219","grande","2","0",473,250,7,4.5,"0.2",25,150,35,"0",33,150
"220","grande","5","0",473,280,11,6,"0.3",35,140,35,"0",33,150
"221","grande","3","0",473,210,6,1.5,"0",5,120,30,"1",26,150
"222","grande","4","0",473,200,8,7,"0",5,130,32,"0",29,150
"223","venti","1","0",591,250,1.5,1,"0",10,170,45,"0",42,150
"224","venti","2","0",591,310,9,6,"0.3",35,190,44,"0",42,150
"225","venti","5","0",591,350,13,8,"0.4",40,170,44,"0",42,150
"226","venti","3","0",591,260,7,1.5,"0",5,150,38,"1",33,150
"227","venti","4","0",591,250,10,9,"0",5,170,39,"0",36,150
"228","tall","1","0",354,140,1.5,1,"0",10,100,26,"0",24,75
"229","tall","2","0",354,180,5,3.5,"0.2",20,110,26,"0",24,75
"230","tall","5","0",354,200,8,4.5,"0.2",25,100,26,"0",24,75
"231","tall","3","0",354,160,4.5,1.5,"0",5,90,22,"1",19,75
"232","tall","4","0",354,140,6,5,"0",5,95,23,"0",21,75
"233","grande","1","0",473,210,2,1.5,"0",10,135,37,"0",35,150
"234","grande","2","0",473,250,7,4.5,"0.2",25,150,37,"0",34,150
"235","grande","5","0",473,280,11,6,"0.3",35,140,37,"0",34,150
"236","grande","3","0",473,220,6,2,"0",5,125,32,"1",28,150
"237","grande","4","0",473,210,8,7,"0",5,130,33,"0",30,150
"238","venti","1","0",591,290,2.5,1.5,"0",15,180,53,"0",50,225
"239","venti","2","0",591,350,9,6,"0.3",35,200,53,"0",49,225
"240","venti","5","0",591,390,14,8,"0.4",45,190,53,"0",49,225
"241","venti","3","0",591,310,8,2,"0",5,170,47,"1",40,225
"242","venti","4","0",591,290,10,9,"0",5,170,47,"0",43,225
"243","short","1","0",236,100,0.1,0.1,"0",5,70,20,"0",19,75
"244","short","1","1",236,160,5,3.5,"0.2",20,75,22,"0",21,75
"245","short","2","0",236,130,3,1.5,"0.1",15,75,20,"0",19,75
"246","short","2","1",236,180,8,5,"0.2",30,80,22,"0",20,75
"247","short","5","0",236,150,5,3,"0.2",15,70,20,"0",19,75
"248","short","5","1",236,200,10,6,"0.3",35,75,22,"0",20,75
"249","short","3","0",236,110,2.5,0.3,"0",0,60,17,"1",15,75
"250","short","3","1",236,170,8,3.5,"0.2",20,65,19,"1",16,75
"251","short","4","0",236,110,3.5,3.5,"0",0,70,18,"0",17,75
"252","short","4","1",236,160,9,7,"0.2",20,75,20,"0",19,75
"253","tall","1","0",354,160,0.2,0.1,"0",5,110,31,"0",30,75
"254","tall","1","1",354,220,6,4,"0.2",30,115,33,"0",31,75
"255","tall","2","0",354,200,5,2.5,"0.2",20,125,30,"0",29,75
"256","tall","2","1",354,270,11,6,"0.3",45,130,32,"0",31,75
"257","tall","5","0",354,230,8,5,"0.3",25,110,30,"0",29,75
"258","tall","5","1",354,290,14,9,"0.4",50,120,32,"0",31,75
"259","tall","3","0",354,170,4,0.5,"0",0,95,26,"1",23,75
"260","tall","3","0",354,240,10,4.5,"0.2",20,100,28,"1",25,75
"261","tall","4","0",354,160,6,6,"0",0,110,27,"0",26,75
"262","tall","4","1",354,230,12,9,"0.2",20,115,29,"0",28,75
"263","grande","1","0",473,210,0.3,0.2,"0",5,135,40,"0",38,150
"264","grande","1","1",473,280,7,4.5,"0.2",30,140,43,"0",40,150
"265","grande","2","0",473,260,6,3,"0.2",25,150,40,"0",38,150
"266","grande","2","1",473,330,13,8,"0.4",50,160,42,"0",40,150
"267","grande","5","0",473,300,10,6,"0.3",30,140,40,"0",38,150
"268","grande","5","1",473,370,17,10,"0.5",60,150,42,"0",40,150
"269","grande","3","0",473,220,5,0.5,"0",0,120,34,"1",30,150
"270","grande","3","1",473,300,12,5,"0.2",25,125,37,"1",32,150
"271","grande","4","0",473,210,7,7,"0",0,140,36,"0",33,150
"272","grande","4","1",473,290,14,11,"0.2",25,150,38,"0",36,150
"273","venti","1","0",591,270,0.3,0.2,"0",10,180,51,"0",49,150
"274","venti","1","1",591,340,7,4.5,"0.2",35,190,54,"0",51,150
"275","venti","2","0",591,330,8,4,"0.2",35,200,50,"0",48,150
"276","venti","2","1",591,410,15,9,"0.5",60,210,53,"0",50,150
"277","venti","5","0",591,380,14,8,"0.4",40,180,50,"0",48,150
"278","venti","5","1",591,450,21,12,"0.5",70,190,53,"0",50,150
"279","venti","3","0",591,280,6,1,"0",0,160,43,"2",38,150
"280","venti","3","1",591,360,13,5,"0.2",25,160,46,"2",40,150
"281","venti","4","0",591,270,10,9,"0",0,180,45,"0",42,150
"282","venti","4","1",591,350,17,14,"0.2",25,190,47,"0",45,150
"283","solo","0","0",0,5,0,0,"0",0,0,1,"0",0,75
"284","doppio","0","0",0,10,0,0,"0",0,0,2,"0",0,150
"285","triple","0","0",0,15,0,0,"0",0,0,3,"0",0,225
"286","quad","0","0",0,20,0,0,"0",0,0,4,"0",0,300
"287","solo","0","1",0,30,2.5,1.5,"0",10,3,2,"0",1,75
"288","doppio","0","1",0,35,2.5,1.5,"0.1",10,3,3,"0",1,150
"289","triple","0","1",0,40,2.5,1.5,"0.1",10,0,4,"0",1,225
"290","quad","0","1",0,50,2.5,1.5,"0.1",10,0,5,"0",1,300
"291","solo","1","0",0,5,0,0,"0",0,2,1,"0",0,75
"292","solo","2","0",0,10,0.1,0,"0",0,2,1,"0",0,75
"293","solo","5","0",0,10,0.1,0.1,"0",0,2,1,"0",0,75
"294","solo","3","0",0,5,0.1,0,"0",0,2,1,"0",0,75
"295","solo","4","0",0,5,0.1,0.1,"0",0,2,1,"0",0,75
"296","doppio","1","0",0,15,0,0,"0",0,2,2,"0",0,150
"297","doppio","2","0",0,15,0.1,0,"0",0,2,2,"0",0,150
"298","doppio","5","0",0,15,0.1,0,"0",0,2,2,"0",0,150
"299","doppio","3","0",0,15,0.1,0,"0",0,2,2,"0",0,150
"300","doppio","4","0",0,10,0.1,0.1,"0",0,2,2,"0",0,150
"301","triple","1","0",0,20,0,0,"0",0,2,3,"0",0,225
"302","triple","2","0",0,20,0.1,0,"0",0,2,3,"0",0,225
"303","triple","5","0",0,20,0.1,0,"0",0,2,3,"0",0,225
"304","triple","3","0",0,20,0.1,0,"0",0,2,3,"0",0,225
"305","triple","4","0",0,20,0.1,0.1,"0",0,2,3,"0",0,225
"306","quad","1","0",0,25,0,0,"0",0,2,4,"0",0,300
"307","quad","2","0",0,25,0.1,0,"0",0,2,4,"0",0,300
"308","quad","5","0",0,25,0.1,0,"0",0,2,4,"0",0,300
"309","quad","3","0",0,25,0.1,0,"0",0,2,4,"0",0,300
"310","quad","4","0",0,25,0.1,0.1,"0",0,2,4,"0",0,300
"311","short","1","0",236,60,0.1,0.1,"0",5,70,9,"0",8,130
"312","short","2","0",236,90,3.5,2,"0.1",15,80,9,"0",8,130
"313","short","5","0",236,110,5,3,"0.2",15,70,9,"0",8,130
"314","short","3","0",236,70,2.5,0.3,"0",0,65,6,"1",4,130
"315","short","4","0",236,60,4,3.5,"0",0,70,7,"0",5,130
"316","tall","1","0",354,100,0.2,0.2,"0",5,115,15,"0",13,130
"317","tall","2","0",354,140,5,3.5,"0.2",20,130,14,"0",13,130
"318","tall","5","0",354,170,9,5,"0.3",25,115,14,"0",13,130
"319","tall","3","0",354,110,4,0.5,"0",0,100,10,"1",6,130
"320","tall","4","0",354,100,6,6,"0",0,110,11,"0",9,130
"321","grande","1","0",473,130,0.3,0.2,"0",5,150,19,"0",17,195
"322","grande","2","0",473,180,7,4.5,"0.3",30,160,18,"0",17,195
"323","grande","5","0",473,220,11,7,"0.3",35,150,18,"0",17,195
"324","grande","3","0",473,150,5,0.5,"0",0,130,13,"1",8,195
"325","grande","4","0",473,130,8,7,"0",0,140,14,"0",11,195
"326","venti","1","0",591,170,0.4,0.3,"0",10,190,24,"0",23,195
"327","venti","2","0",591,240,9,6,"0.4",35,220,24,"0",22,195
"328","venti","5","0",591,290,15,9,"0.4",45,200,24,"0",22,195
"329","venti","3","0",591,190,7,1,"0",0,170,16,"2",11,195
"330","venti","4","0",591,170,10,10,"0",0,190,18,"0",15,195
"331","short","1","0",236,60,0.1,0.1,"0",5,70,10,"0",8,150
"332","short","2","0",236,90,3.5,2,"0.1",15,80,9,"0",8,150
"333","short","5","0",236,110,5,3,"0.2",15,70,9,"0",8,150
"334","short","3","0",236,70,2.5,0.3,"0",0,60,7,"1",4,150
"335","short","4","0",236,70,3.5,3.5,"0",0,70,7,"0",5,150
"336","tall","1","0",354,100,0.2,0.2,"0",5,115,15,"0",13,150
"337","tall","2","0",354,140,5,3.5,"0.2",20,130,15,"0",13,150
"338","tall","5","0",354,170,9,5,"0.3",25,115,15,"0",13,150
"339","tall","3","0",354,110,4,0.5,"0",0,100,10,"1",6,150
"340","tall","4","0",354,100,6,6,"0",0,110,11,"0",9,150
"341","grande","1","0",473,130,0.3,0.2,"0",5,150,19,"0",17,225
"342","grande","2","0",473,190,7,4.5,"0.3",30,160,19,"0",17,225
"343","grande","5","0",473,220,11,6,"0.3",35,150,19,"0",17,225
"344","grande","3","0",473,140,5,0.5,"0",0,125,13,"1",8,225
"345","grande","4","0",473,130,8,7,"0",0,140,14,"0",11,225
"346","venti","1","0",591,170,0.4,0.3,"0",10,190,25,"0",23,225
"347","venti","2","0",591,240,9,6,"0.4",35,210,24,"0",22,225
"348","venti","5","0",591,290,15,8,"0.4",45,200,24,"0",22,225
"349","venti","3","0",591,90,7,1,"0",0,170,16,"2",10,225
"350","venti","4","0",591,170,10,10,"0",0,190,18,"0",15,225
"351","short","1","0",236,60,0.1,0.1,"0",5,80,9,"0",8,75
"352","tall","1","0",354,100,0.2,0.1,"0",5,125,14,"0",13,75
"353","grande","1","0",473,120,0.3,0.2,"0",5,160,19,"0",16,150
"354","venti","1","0",591,160,0.3,0.2,"0",10,200,24,"0",21,150
"355","tall","1","0",354,60,0.1,0.1,"0",5,80,9,"0",8,75
"356","grande","1","0",473,80,0.2,0.1,"0",5,105,12,"0",10,150
"357","venti","1","0",591,110,0.2,0.2,"0",5,140,17,"0",14,225
"358","short","1","0",236,80,1,0.5,"0",5,70,12,"2",7,75
"359","tall","1","0",354,130,1,1,"0.1",5,115,18,"3",12,75
"360","grande","1","0",473,160,1.5,1,"0.1",5,140,24,"4",15,150
"361","venti","1","0",591,210,2,1.5,"0.1",10,190,30,"5",19,150
"362","tall","1","0",354,90,1,0.5,"0.1",5,75,13,"3",7,75
"363","grande","1","0",473,120,1.5,1,"0.1",5,95,17,"4",8,150
"364","venti","1","0",709,170,2.5,1.5,"0.1",5,130,25,"6",11,225
"365","tall","1","0",354,70,0,0,"0",0,35,14,"0",13,150
"366","tall","2","0",354,80,1,1,"0.1",5,35,14,"0",13,150
"367","tall","5","0",354,90,2,1,"0.1",5,35,14,"0",13,150
"368","tall","3","0",354,70,1,0.1,"0",0,30,13,"0",11,150
"369","tall","4","0",354,70,1.5,1.5,"0",0,30,13,"0",12,150
"370","grande","1","0",473,90,0,0,"0",0,35,20,"0",18,225
"371","grande","2","0",473,100,1,1,"0.1",5,40,20,"0",18,225
"372","grande","5","0",473,110,2,1,"0.1",5,35,20,"0",18,225
"373","grande","3","0",473,100,1,0.1,"0",0,35,19,"0",16,225
"374","grande","4","0",473,90,1.5,1.5,"0",0,35,19,"0",17,225
"375","venti","1","0",709,150,0.1,0.1,"0",0,50,33,"0",29,375
"376","venti","2","0",709,170,2,1,"0.1",5,55,33,"0",29,375
"377","venti","5","0",709,180,3,1.5,"0.1",10,50,33,"0",29,375
"378","venti","3","0",709,160,1.5,0.2,"0",0,45,31,"0",27,375
"379","venti","4","0",709,150,2,2,"0",0,50,32,"0",28,375
"380","short","1","0",236,180,3,2.5,"0",5,115,30,"0",29,75
"381","short","1","1",236,230,8,6,"0.2",25,120,32,"0",30,75
"382","short","2","0",236,200,6,3.5,"0.1",15,120,30,"0",29,75
"383","short","2","1",236,250,11,7,"0.2",35,125,32,"0",30,75
"384","short","5","0",236,210,8,5,"0.1",15,115,30,"0",29,75
